model_run_id,phase,application_track,experiment_family,model_name,model_family,feature_set,target_strategy,fold_id,fit_start_year,fit_end_year,evaluation_start_year,evaluation_end_year,hyperparameters_json,preprocessing_family,training_scope,fit_rows,evaluation_rows,fit_seconds,predict_seconds,mae,rmse,r2,median_ae,lag_subset_rows,lag_subset_mae,lag_subset_rmse,baseline_fold_mae,mae_improvement_over_lag_baseline,time_cv_mean_mae,time_cv_std_mae,time_cv_worst_fold_mae,status,warning_count,warning_summary,error_type,error_message,random_state,test_data_accessed
cv_log_target_linearsvr_c_0_1_epsilon_0_0_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_2,1997,2006,2007,2008,"{""C"": 0.1, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,141406,30096,17.29456929996377,0.1204412000370211,1.725328996212775,6.861480173066316,0.682758818730022,0.327884908734529,25723,1.6074955994744926,6.824241778654966,1.0556765933106236,-0.6696524029021513,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_1_epsilon_0_0_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_3,1997,2008,2009,2010,"{""C"": 0.1, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,171502,30662,24.301472799968906,0.1486008000210859,2.0681571162819528,47.20784648500133,-12.6882863302826,0.3385178274561707,25900,2.1661523929582858,51.304683798273096,1.1219907041916857,-0.9461664120902672,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_1_epsilon_0_1_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_1,1997,2004,2005,2006,"{""C"": 0.1, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,112384,29022,16.372526000021026,0.1076750999782234,1.618504358488796,5.08646732596246,0.829650917263834,0.3196967081132528,24402,1.465859493278051,4.476570650712982,1.0469628406265556,-0.5715415178622403,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_1_epsilon_0_1_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_2,1997,2006,2007,2008,"{""C"": 0.1, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,141406,30096,20.00791990000289,0.1077853000024333,1.7204451684342046,6.825640716599906,0.6860642448192877,0.33221977352451,25723,1.6057863778690948,6.79948316908571,1.0556765933106236,-0.664768575123581,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_1_epsilon_0_1_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_3,1997,2008,2009,2010,"{""C"": 0.1, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,171502,30662,26.91287350002676,0.1118789999745786,2.002646525771951,41.61159992153137,-9.635294760165229,0.3415395781807124,25900,2.0901890858813648,45.20878144656782,1.1219907041916857,-0.8806558215802653,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_3_epsilon_0_0_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_1,1997,2004,2005,2006,"{""C"": 0.3, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,112384,29022,29.34616899996763,0.1075296999770216,1.624092609123485,5.083941741005152,0.8298200422151646,0.3193037165520842,24402,1.4697202799500186,4.473183602539383,1.0469628406265556,-0.5771297684969294,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_3_epsilon_0_0_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_2,1997,2006,2007,2008,"{""C"": 0.3, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,141406,30096,41.65448319999268,0.1213669999851845,1.7110921738705798,6.681969646382195,0.6991410539351302,0.3283375552574925,25723,1.5919185177602388,6.619090807696909,1.0556765933106236,-0.6554155805599562,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_3_epsilon_0_0_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_3,1997,2008,2009,2010,"{""C"": 0.3, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,171502,30662,55.38377750001382,0.109217700024601,2.0335011023385188,44.30938492025093,-11.059023605803404,0.3389066129584512,25900,2.1249222486020165,48.14742658833119,1.1219907041916857,-0.9115103981468332,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_3_epsilon_0_1_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_1,1997,2004,2005,2006,"{""C"": 0.3, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,112384,29022,38.17717370000901,0.1133762000245042,1.615304099037182,5.036486431228442,0.8329822542042268,0.3207590733046322,24402,1.462979202679276,4.433567288061848,1.0469628406265556,-0.5683412584106264,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_3_epsilon_0_1_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_2,1997,2006,2007,2008,"{""C"": 0.3, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,141406,30096,54.30072549998295,0.1127926000044681,1.7092517765538189,6.656876073543107,0.7013965116174832,0.3326128415709608,25723,1.5942370468795846,6.610540209421456,1.0556765933106236,-0.6535751832431953,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_3_epsilon_0_1_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_3,1997,2008,2009,2010,"{""C"": 0.3, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,171502,30662,71.98009810002986,0.1165517999907024,1.9709680526133424,38.56008969566616,-8.132649144463672,0.3423086734032808,25900,2.052706795169588,41.88400945667763,1.1219907041916857,-0.848977348421657,,,,completed,0,,,,42,False
cv_log_target_rf_200_depth_20_leaf_10_maxfeat_sqrt_core_with_lag,cv-log_target,,log_target,RandomForest,tree,core_with_lag,log_target,fold_1,1997,2004,2005,2006,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,112384,29022,8.175483800005168,0.2017586000147275,1.672111594656472,5.935892583281015,0.7680046138490295,0.2485831497322874,24402,1.3246027636701865,4.8877280797696505,1.0469628406265556,-0.6251487540299163,,,,completed,0,,,,42,False
cv_log_target_rf_200_depth_20_leaf_10_maxfeat_sqrt_core_with_lag,cv-log_target,,log_target,RandomForest,tree,core_with_lag,log_target,fold_2,1997,2006,2007,2008,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,141406,30096,11.32228419999592,0.1652383999899029,1.5289367665054268,5.799037761141583,0.7733969211625031,0.2489035571736179,25723,1.2372007303421182,5.070476054099363,1.0556765933106236,-0.4732601731948032,,,,completed,0,,,,42,False
cv_log_target_rf_200_depth_20_leaf_10_maxfeat_sqrt_core_with_lag,cv-log_target,,log_target,RandomForest,tree,core_with_lag,log_target,fold_3,1997,2008,2009,2010,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,171502,30662,18.204178599989973,0.1613232999807223,1.53298717572754,6.057507326972259,0.7746235163513481,0.2588503885148017,25900,1.4497310728493666,5.920094897760194,1.1219907041916857,-0.4109964715358545,,,,completed,0,,,,42,False
cv_log_target_rf_250_depth_none_leaf_20_maxfeat_sqrt_core_with_lag,cv-log_target,,log_target,RandomForest,tree,core_with_lag,log_target,fold_1,1997,2004,2005,2006,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,112384,29022,13.400116899982097,0.2294366999994963,1.7735109700904348,6.340820938291934,0.7352729869468948,0.2557981330415435,24402,1.431591324703884,5.364390877786018,1.0469628406265556,-0.7265481294638791,,,,completed,0,,,,42,False
cv_log_target_rf_250_depth_none_leaf_20_maxfeat_sqrt_core_with_lag,cv-log_target,,log_target,RandomForest,tree,core_with_lag,log_target,fold_2,1997,2006,2007,2008,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,141406,30096,19.735127499967348,0.2513522999943234,1.6273338583425516,6.158254900968505,0.7444539013140625,0.2583707760920344,25723,1.337704510959484,5.478026534031849,1.0556765933106236,-0.571657265031928,,,,completed,0,,,,42,False
cv_log_target_rf_250_depth_none_leaf_20_maxfeat_sqrt_core_with_lag,cv-log_target,,log_target,RandomForest,tree,core_with_lag,log_target,fold_3,1997,2008,2009,2010,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,171502,30662,23.68239910004195,0.2138853999786079,1.6308241591958716,6.356730453954166,0.7518077049021553,0.269538837333903,25900,1.5624072850524824,6.253948891136566,1.1219907041916857,-0.5088334550041862,,,,completed,0,,,,42,False
